mouse_symbol,human_symbol,source,confidence
BCHE,BCHE,HCOP,11
BCKDHA,BCKDHA,HCOP,11
BCL2,BCL2,HCOP,11
BCL2L1,BCL2L1,HCOP,11
BCL2L13,BCL2L13,HCOP,11
BCLAF3,BCLAF3,HCOP,11
BCO1,BCO1,HCOP,11
BCO2,BCO2,HCOP,11
BCORL1,BCORL1,HCOP,11
BCR,BCR,HCOP,11
BDH1,BDH1,HCOP,11
BDP1,BDP1,HCOP,11
BEAN1,BEAN1,HCOP,11
BEND7,BEND7,HCOP,11
BEST1,BEST1,HCOP,11
BET1,BET1,HCOP,11
BET1L,BET1L,HCOP,11
BHLHA9,BHLHA9,HCOP,11
BHLHB9,GPRASP3,HCOP,11
BHLHE41,BHLHE41,HCOP,11
BICRA,BICRA,HCOP,11
BICRAL,BICRAL,HCOP,11
BIK,BIK,HCOP,11
BIRC2,BIRC2,HCOP,11
BIRC3,BIRC3,HCOP,11
BIRC6,BIRC6,HCOP,11
BIRC7,BIRC7,HCOP,11
BLK,BLK,HCOP,11
BLNK,BLNK,HCOP,11
BLOC1S3,BLOC1S3,HCOP,11
BLOC1S4,BLOC1S4,HCOP,11
BLTP1,BLTP1,HCOP,11
BLTP2,BLTP2,HCOP,11
BLTP3B,BLTP3B,HCOP,11
BMP1,BMP1,HCOP,11
BMP2,BMP2,HCOP,11
BMP5,BMP5,HCOP,11
BMPR1A,BMPR1A,HCOP,11
BNC2,BNC2,HCOP,11
BNIP3,BNIP3,HCOP,11
BOD1L,BOD1L1,HCOP,11
BORCS5,BORCS5,HCOP,11
BORCS7,BORCS7,HCOP,11
BPIFA1,BPIFA1,HCOP,11
BPIFA2,BPIFA2,HCOP,11
BPIFB6,BPIFB6,HCOP,11
BPIFC,BPIFC,HCOP,11
BPNT1,BPNT1,HCOP,11
BPNT2,BPNT2,HCOP,11
BRAF,BRAF,HCOP,11
BRCA1,BRCA1,HCOP,11
BRCA2,BRCA2,HCOP,11
BRCC3,BRCC3,HCOP,11
BRD1,BRD1,HCOP,11
BRD3,BRD3,HCOP,11
BRICD5,BRICD5,HCOP,11
BRINP1,BRINP1,HCOP,11
BRPF1,BRPF1,HCOP,11
BRPF3,BRPF3,HCOP,11
BRSK1,BRSK1,HCOP,11
BRWD1,BRWD1,HCOP,11
BRWD3,BRWD3,HCOP,11
BSG,BSG,HCOP,11
BSN,BSN,HCOP,11
BST2,BST2,HCOP,11
BTBD1,BTBD1,HCOP,11
BTBD10,BTBD10,HCOP,11
BTBD16,BTBD16,HCOP,11
BTBD3,BTBD3,HCOP,11
BTF3,BTF3,HCOP,11
BTF3L4,BTF3L4,HCOP,11
BTG1,BTG1,HCOP,11
BTG3,BTG3,HCOP,11
BTG4,BTG4,HCOP,11
BTLA,BTLA,HCOP,11
BTN1A1,BTN1A1,HCOP,11
BTNL2,BTNL2,HCOP,11
BTNL9,BTNL9,HCOP,11
BUB1,BUB1,HCOP,11
BUB1B,BUB1B,HCOP,11
BUB3,BUB3,HCOP,11
BUD23,BUD23,HCOP,11
BUD31,BUD31,HCOP,11
C130074G19RIK,C1ORF115,HCOP,11
C1QC,C1QC,HCOP,11
C1QL1,C1QL1,HCOP,11
C1QTNF3,C1QTNF3,HCOP,11
C1QTNF5,C1QTNF5,HCOP,11
C1QTNF7,C1QTNF7,HCOP,11
C1QTNF9,C1QTNF9B,HCOP,11
C1S1,C1S,HCOP,11
C2,C2,HCOP,11
C2CD2,C2CD2,HCOP,11
C2CD2L,C2CD2L,HCOP,11
C2CD3,C2CD3,HCOP,11
C3,C3,HCOP,11
C5AR1,C5AR1,HCOP,11
C5AR2,C5AR2,HCOP,11
C7,C7,HCOP,11
C87436,C2ORF42,HCOP,11
C8A,C8A,HCOP,11
C9,C9,HCOP,11
CAAP1,CAAP1,HCOP,11
CAB39,CAB39,HCOP,11
CABLES1,CABLES1,HCOP,11
CABLES2,CABLES2,HCOP,11
CABP4,CABP4,HCOP,11
CABYR,CABYR,HCOP,11
CACNA1B,CACNA1B,HCOP,11
CACNA1C,CACNA1C,HCOP,11
CACNA1D,CACNA1D,HCOP,11
CACNA1F,CACNA1F,HCOP,11
CACNA2D2,CACNA2D2,HCOP,11
CACNB2,CACNB2,HCOP,11
CACNB3,CACNB3,HCOP,11
CACNG3,CACNG3,HCOP,11
CACNG7,CACNG7,HCOP,11
CACNG8,CACNG8,HCOP,11
CAGE1,CAGE1,HCOP,11
CALCA,CALCA,HCOP,11
CALHM2,CALHM2,HCOP,11
CALHM4,CALHM4,HCOP,11
CALN1,CALN1,HCOP,11
CALR3,CALR3,HCOP,11
CALY,CALY,HCOP,11
CAMK1D,CAMK1D,HCOP,11
CAMK2A,CAMK2A,HCOP,11
CAMK2D,CAMK2D,HCOP,11
CAMK2G,CAMK2G,HCOP,11
CAMK2N2,CAMK2N2,HCOP,11
CAMKK2,CAMKK2,HCOP,11
CAMSAP1,CAMSAP1,HCOP,11
CAMSAP3,CAMSAP3,HCOP,11
CAND2,CAND2,HCOP,11
CAP1,CAP1,HCOP,11
CAPG,CAPG,HCOP,11
CAPN3,CAPN3,HCOP,11
CAPN6,CAPN6,HCOP,11
CAPN8,CAPN8,HCOP,11
CAPN9,CAPN9,HCOP,11
CAPRIN2,CAPRIN2,HCOP,11
CAPS2,CAPS2,HCOP,11
CAPZB,CAPZB,HCOP,11
CAR1,CA1,HCOP,11
CAR4,CA4,HCOP,11
CAR6,CA6,HCOP,11
CARD6,CARD6,HCOP,11
CASP1,CASP1,HCOP,11
CASP7,CASP7,HCOP,11
CASQ1,CASQ1,HCOP,11
CASQ2,CASQ2,HCOP,11
CASR,CASR,HCOP,11
CAT,CAT,HCOP,11
CATIP,CATIP,HCOP,11
CATSPER2,CATSPER2,HCOP,11
CATSPER3,CATSPER3,HCOP,11
CATSPERZ,CATSPERZ,HCOP,11
CAV1,CAV1,HCOP,11
CBFA2T3,CBFA2T3,HCOP,11
CBL,CBL,HCOP,11
CBLIF,CBLIF,HCOP,11
CBR1,CBR1,HCOP,11
CBS,CBS,HCOP,11
CBX2,CBX2,HCOP,11
CBX3,CBX3,HCOP,11
CBX4,CBX4,HCOP,11
CBX8,CBX8,HCOP,11
CBY3,CBY3,HCOP,11
CC2D2A,CC2D2A,HCOP,11
CCAR1,CCAR1,HCOP,11
CCAR2,CCAR2,HCOP,11
CCDC103,CCDC103,HCOP,11
CCDC110,CCDC110,HCOP,11
CCDC112,CCDC112,HCOP,11
CCDC115,CCDC115,HCOP,11
CCDC120,CCDC120,HCOP,11
CCDC122,CCDC122,HCOP,11
CCDC125,CCDC125,HCOP,11
CCDC13,CCDC13,HCOP,11
CCDC146,CCDC146,HCOP,11
CCDC149,CCDC149,HCOP,11
CCDC15,CCDC15,HCOP,11
CCDC150,CCDC150,HCOP,11
CCDC152,CCDC152,HCOP,11
CCDC153,CCDC153,HCOP,11
CCDC170,CCDC170,HCOP,11
CCDC174,CCDC174,HCOP,11
CCDC175,CCDC175,HCOP,11
CCDC178,CCDC178,HCOP,11
CCDC183,CCDC183,HCOP,11
CCDC185,CCDC185,HCOP,11
CCDC186,CCDC186,HCOP,11
CCDC191,CCDC191,HCOP,11
CCDC198,CCDC198,HCOP,11
CCDC27,CCDC27,HCOP,11
CCDC28B,CCDC28B,HCOP,11
CCDC50,CCDC50,HCOP,11
CCDC6,CCDC6,HCOP,11
CCDC62,CCDC62,HCOP,11
CCDC63,CCDC63,HCOP,11
CCDC70,CCDC70,HCOP,11
CCDC71,CCDC71,HCOP,11
CCDC78,CCDC78,HCOP,11
CCDC81,CCDC81,HCOP,11
CCDC87,CCDC87,HCOP,11
CCDC91,CCDC91,HCOP,11
CCDC96,CCDC96,HCOP,11
CCER1,CCER1,HCOP,11
CCHCR1,CCHCR1,HCOP,11
CCL17,CCL17,HCOP,11
CCL19,CCL19,HCOP,11
CCL21A,CCL21,HCOP,11
CCL24,CCL24,HCOP,11
CCN2,CCN2,HCOP,11
CCN6,CCN6,HCOP,11
CCNA2,CCNA2,HCOP,11
CCNB2,CCNB2,HCOP,11
CCNB3,CCNB3,HCOP,11
CCNC,CCNC,HCOP,11
CCND1,CCND1,HCOP,11
CCNI,CCNI,HCOP,11
CCNJ,CCNJ,HCOP,11
CCNT1,CCNT1,HCOP,11
CCNY,CCNY,HCOP,11
CCR10,CCR10,HCOP,11
CCR4,CCR4,HCOP,11
CCR7,CCR7,HCOP,11
CCSER2,CCSER2,HCOP,11
CCT6B,CCT6B,HCOP,11
CD160,CD160,HCOP,11
CD180,CD180,HCOP,11
CD19,CD19,HCOP,11
CD200R1,CD200R1,HCOP,11
CD244A,CD244,HCOP,11
CD276,CD276,HCOP,11
CD28,CD28,HCOP,11
CD2AP,CD2AP,HCOP,11
CD300A,CD300A,HCOP,11
CD320,CD320,HCOP,11
CD53,CD53,HCOP,11
CD6,CD6,HCOP,11
CD63,CD63,HCOP,11
CD72,CD72,HCOP,11
CD81,CD81,HCOP,11
CD84,CD84,HCOP,11
CD8B1,CD8B,HCOP,11
CD96,CD96,HCOP,11
CDC20B,CDC20B,HCOP,11
CDC23,CDC23,HCOP,11
CDC34,CDC34,HCOP,11
CDC42,CDC42,HCOP,11
CDC42BPB,CDC42BPB,HCOP,11
CDC7,CDC7,HCOP,11
CDH11,CDH11,HCOP,11
CDH15,CDH15,HCOP,11
CDH18,CDH18,HCOP,11
CDH19,CDH19,HCOP,11
CDH2,CDH2,HCOP,11
CDH3,CDH3,HCOP,11
CDH4,CDH4,HCOP,11
CDH6,CDH6,HCOP,11
CDH9,CDH9,HCOP,11
CDHR1,CDHR1,HCOP,11
CDHR3,CDHR3,HCOP,11
CDHR4,CDHR4,HCOP,11
CDIPT,CDIPT,HCOP,11
CDK17,CDK17,HCOP,11
CDK19,CDK19,HCOP,11
CDK2,CDK2,HCOP,11
CDK2AP1,CDK2AP1,HCOP,11
CDK5R2,CDK5R2,HCOP,11
CDK5RAP1,CDK5RAP1,HCOP,11
CDK5RAP3,CDK5RAP3,HCOP,11
CDK6,CDK6,HCOP,11
CDKL3,CDKL3,HCOP,11
CDKL4,CDKL4,HCOP,11
CDKL5,CDKL5,HCOP,11
CDKN1B,CDKN1B,HCOP,11
CDKN2B,CDKN2B,HCOP,11
CDKN2C,CDKN2C,HCOP,11
CDON,CDON,HCOP,11
CDR2L,CDR2L,HCOP,11
CDYL2,CDYL2,HCOP,11
CEACAM16,CEACAM16,HCOP,11
CECR2,CECR2,HCOP,11
CELF1,CELF1,HCOP,11
CELF5,CELF5,HCOP,11
CELF6,CELF6,HCOP,11
CELSR1,CELSR1,HCOP,11
CELSR2,CELSR2,HCOP,11
CELSR3,CELSR3,HCOP,11
CEMIP,CEMIP,HCOP,11
CENPA,CENPA,HCOP,11
CENPC1,CENPC,HCOP,11
CENPF,CENPF,HCOP,11
CENPJ,CENPJ,HCOP,11
CENPL,CENPL,HCOP,11
CENPW,CENPW,HCOP,11
CEP112,CEP112,HCOP,11
CEP126,CEP126,HCOP,11
CEP131,CEP131,HCOP,11
CEP152,CEP152,HCOP,11
CEP192,CEP192,HCOP,11
CEP20,CEP20,HCOP,11
CEP250,CEP250,HCOP,11
CEP295NL,CEP295NL,HCOP,11
CEP350,CEP350,HCOP,11
CEP68,CEP68,HCOP,11
CEP70,CEP70,HCOP,11
CEP72,CEP72,HCOP,11
CEP85L,CEP85L,HCOP,11
CEP95,CEP95,HCOP,11
CERK,CERK,HCOP,11
CERS5,CERS5,HCOP,11
CERT1,CERT1,HCOP,11
CETN2,CETN2,HCOP,11
CFAP161,CFAP161,HCOP,11
CFAP206,CFAP206,HCOP,11
CFAP251,CFAP251,HCOP,11
CFAP276,CFAP276,HCOP,11
CFAP410,CFAP410,HCOP,11
CFAP418,CFAP418,HCOP,11
CFAP43,CFAP43,HCOP,11
CFAP44,CFAP44,HCOP,11
CFAP53,CFAP53,HCOP,11
CFAP54,CFAP54,HCOP,11
CFAP58,CFAP58,HCOP,11
CFAP68,CFAP68,HCOP,11
CFAP69,CFAP69,HCOP,11
CFAP73,CFAP73,HCOP,11
CFAP90,CFAP90,HCOP,11
CFAP96,CFAP96,HCOP,11
CFC1,CFC1B,HCOP,11
CFI,CFI,HCOP,11
CFLAR,CFLAR,HCOP,11
CGAS,CGAS,HCOP,11
CGNL1,CGNL1,HCOP,11
CH25H,CH25H,HCOP,11
CHAC2,CHAC2,HCOP,11
CHADL,CHADL,HCOP,11
CHAT,CHAT,HCOP,11
CHCHD4,CHCHD4,HCOP,11
CHCHD6,CHCHD6,HCOP,11
CHD2,CHD2,HCOP,11
CHD3,CHD3,HCOP,11
CHD4,CHD4,HCOP,11
CHKA,CHKA,HCOP,11
CHML,CHML,HCOP,11
CHMP1A,CHMP1A,HCOP,11
CHODL,CHODL,HCOP,11
CHPF2,CHPF2,HCOP,11
CHRD,CHRD,HCOP,11
CHRDL1,CHRDL1,HCOP,11
CHRM4,CHRM4,HCOP,11
CHRM5,CHRM5,HCOP,11
CHRNA6,CHRNA6,HCOP,11
CHRNA7,CHRNA7,HCOP,11
CHRNA9,CHRNA9,HCOP,11
CHRNB2,CHRNB2,HCOP,11
CHRNB4,CHRNB4,HCOP,11
CHST12,CHST12,HCOP,11
CHST13,CHST13,HCOP,11
CHST2,CHST2,HCOP,11
CHST3,CHST3,HCOP,11
CHST4,CHST4,HCOP,11
CHST9,CHST9,HCOP,11
CHSY3,CHSY3,HCOP,11
CHTOP,CHTOP,HCOP,11
CIB1,CIB1,HCOP,11
CIB2,CIB2,HCOP,11
CIB4,CIB4,HCOP,11
CIBAR1,CIBAR1,HCOP,11
CIBAR2,CIBAR2,HCOP,11
CIC,CIC,HCOP,11
CIDEA,CIDEA,HCOP,11
CIDEC,CIDEC,HCOP,11
CILP2,CILP2,HCOP,11
CIMAP1B,CIMAP1B,HCOP,11
CIMIP2B,CIMIP2B,HCOP,11
CIP2A,CIP2A,HCOP,11
CIRBP,CIRBP,HCOP,11
CISD1,CISD1,HCOP,11
CIT,CIT,HCOP,11
CITED1,CITED1,HCOP,11
CITED2,CITED2,HCOP,11
CIZ1,CIZ1,HCOP,11
CKLF,CKLF,HCOP,11
CLASRP,CLASRP,HCOP,11
CLCN2,CLCN2,HCOP,11
CLCN3,CLCN3,HCOP,11
CLCN4,CLCN4,HCOP,11
CLDN1,CLDN1,HCOP,11
CLDN10,CLDN10,HCOP,11
CLDN12,CLDN12,HCOP,11
CLDN16,CLDN16,HCOP,11
CLDN4,CLDN4,HCOP,11
CLDN9,CLDN9,HCOP,11
CLDND1,CLDND1,HCOP,11
CLEC12A,CLEC12A,HCOP,11
CLEC4F,CLEC4F,HCOP,11
CLEC9A,CLEC9A,HCOP,11
CLGN,CLGN,HCOP,11
CLIC1,CLIC1,HCOP,11
CLIC3,CLIC3,HCOP,11
CLIC4,CLIC4,HCOP,11
CLIC5,CLIC5,HCOP,11
CLIC6,CLIC6,HCOP,11
CLK1,CLK1,HCOP,11
CLK2,CLK2,HCOP,11
CLP1,CLP1,HCOP,11
CLPB,CLPB,HCOP,11
CLPX,CLPX,HCOP,11
CLSPN,CLSPN,HCOP,11
CLTB,CLTB,HCOP,11
CLUAP1,CLUAP1,HCOP,11
CLVS1,CLVS1,HCOP,11
CLVS2,CLVS2,HCOP,11
CLYBL,CLYBL,HCOP,11
CMKLR2,CMKLR2,HCOP,11
CMTM4,CMTM4,HCOP,11
CMTR1,CMTR1,HCOP,11
CMYA5,CMYA5,HCOP,11
CNGA2,CNGA2,HCOP,11
CNIH1,CNIH1,HCOP,11
CNKSR3,CNKSR3,HCOP,11
CNMD,CNMD,HCOP,11
CNNM1,CNNM1,HCOP,11
CNNM2,CNNM2,HCOP,11
CNOT6,CNOT6,HCOP,11
CNOT6L,CNOT6L,HCOP,11
CNP,CNP,HCOP,11
CNPY2,CNPY2,HCOP,11
CNPY3,CNPY3,HCOP,11
CNTLN,CNTLN,HCOP,11
CNTN2,CNTN2,HCOP,11
CNTN5,CNTN5,HCOP,11
CNTNAP1,CNTNAP1,HCOP,11
CNTNAP2,CNTNAP2,HCOP,11
CNTNAP4,CNTNAP4,HCOP,11
CNTRL,CNTRL,HCOP,11
COA6,COA6,HCOP,11
COG2,COG2,HCOP,11
COG5,COG5,HCOP,11
COL10A1,COL10A1,HCOP,11
COL11A1,COL11A1,HCOP,11
COL13A1,COL13A1,HCOP,11
COL19A1,COL19A1,HCOP,11
COL25A1,COL25A1,HCOP,11
COL26A1,COL26A1,HCOP,11
COL2A1,COL2A1,HCOP,11
COL4A5,COL4A5,HCOP,11
COL4A6,COL4A6,HCOP,11
COL6A3,COL6A3,HCOP,11
COL7A1,COL7A1,HCOP,11
COL9A2,COL9A2,HCOP,11
COLEC12,COLEC12,HCOP,11
COMMD1,COMMD1,HCOP,11
COMMD8,COMMD8,HCOP,11
COMP,COMP,HCOP,11
COMT,COMT,HCOP,11
COMTD1,COMTD1,HCOP,11
COPG2,COPG2,HCOP,11
COPS7B,COPS7B,HCOP,11
COPZ2,COPZ2,HCOP,11
COQ10A,COQ10A,HCOP,11
CORIN,CORIN,HCOP,11
CORO7,CORO7,HCOP,11
CORT,CORT,HCOP,11
COX15,COX15,HCOP,11
COX17,COX17,HCOP,11
COX18,COX18,HCOP,11
COX20,COX20,HCOP,11
COX6A2,COX6A2,HCOP,11
COX6B2,COX6B2,HCOP,11
CPA5,CPA5,HCOP,11
CPD,CPD,HCOP,11
CPED1,CPED1,HCOP,11
CPLANE1,CPLANE1,HCOP,11
CPLX2,CPLX2,HCOP,11
CPN2,CPN2,HCOP,11
CPNE3,CPNE3,HCOP,11
CPSF1,CPSF1,HCOP,11
CPSF3,CPSF3,HCOP,11
CPSF4,CPSF4,HCOP,11
CPT2,CPT2,HCOP,11
CPXM1,CPXM1,HCOP,11
CPZ,CPZ,HCOP,11
CRACR2A,CRACR2A,HCOP,11
CRACR2B,CRACR2B,HCOP,11
CRAMP1,CRAMP1,HCOP,11
CRB1,CRB1,HCOP,11
CREB3L1,CREB3L1,HCOP,11
CREB3L4,CREB3L4,HCOP,11
CREBBP,CREBBP,HCOP,11
CREM,CREM,HCOP,11
CRHR2,CRHR2,HCOP,11
CRIP1,CRIP1,HCOP,11
CRIP2,CRIP2,HCOP,11
CRIP3,CRIP3,HCOP,11
CRIPTO,CRIPTO,HCOP,11
CRLF2,CRLF2,HCOP,11
CRNKL1,CRNKL1,HCOP,11
CROCC,CROCC,HCOP,11
CRP,CRP,HCOP,11
CRTAP,CRTAP,HCOP,11
CRYAA,CRYAA,HCOP,11
CRYAB,CRYAB,HCOP,11
CRYGN,CRYGN,HCOP,11
CS,CS,HCOP,11
CSDC2,CSDC2,HCOP,11
CSF2RB2,CSF2RB,HCOP,11
CSGALNACT2,CSGALNACT2,HCOP,11
CSK,CSK,HCOP,11
CSN3,CSN3,HCOP,11
CSNK1D,CSNK1D,HCOP,11
CSNK1E,CSNK1E,HCOP,11
CSNK1G3,CSNK1G3,HCOP,11
CSNK2A2,CSNK2A2,HCOP,11
CSPG4,CSPG4,HCOP,11
CSPG5,CSPG5,HCOP,11
CSRP3,CSRP3,HCOP,11
CST11,CST11,HCOP,11
CST3,CST3,HCOP,11
CST6,CST6,HCOP,11
CST8,CST8,HCOP,11
CSTB,CSTB,HCOP,11
CSTL1,CSTL1,HCOP,11
CSTPP1,CSTPP1,HCOP,11
CTBP2,CTBP2,HCOP,11
CTCF,CTCF,HCOP,11
CTHRC1,CTHRC1,HCOP,11
CTNNA3,CTNNA3,HCOP,11
CTNNBIP1,CTNNBIP1,HCOP,11
CTNND1,CTNND1,HCOP,11
CTSB,CTSB,HCOP,11
CTSD,CTSD,HCOP,11
CTSE,CTSE,HCOP,11
CTSH,CTSH,HCOP,11
CTSW,CTSW,HCOP,11
CTTNBP2,CTTNBP2,HCOP,11
CTXN1,CTXN1,HCOP,11
CUEDC1,CUEDC1,HCOP,11
CUL2,CUL2,HCOP,11
CUL3,CUL3,HCOP,11
CUL4B,CUL4B,HCOP,11
CUL9,CUL9,HCOP,11
CUTA,CUTA,HCOP,11
CUTC,CUTC,HCOP,11
CUX2,CUX2,HCOP,11
CWC15,CWC15,HCOP,11
CWC25,CWC25,HCOP,11
CWF19L1,CWF19L1,HCOP,11
CX3CL1,CX3CL1,HCOP,11
CXADR,CXADR,HCOP,11
CXCR5,CXCR5,HCOP,11
CYB561D2,CYB561D2,HCOP,11
CYB5D1,CYB5D1,HCOP,11
CYB5R3,CYB5R3,HCOP,11
CYB5R4,CYB5R4,HCOP,11
CYB5RL,CYB5RL,HCOP,11
CYBC1,CYBC1,HCOP,11
CYFIP1,CYFIP1,HCOP,11
CYFIP2,CYFIP2,HCOP,11
CYP17A1,CYP17A1,HCOP,11
CYP2E1,CYP2E1,HCOP,11
CYP2F2,CYP2F1,HCOP,11
CYP2W1,CYP2W1,HCOP,11
CYP4F39,CYP4F22,HCOP,11
CYP7A1,CYP7A1,HCOP,11
CYP7B1,CYP7B1,HCOP,11
CYREN,CYREN,HCOP,11
CYSRT1,CYSRT1,HCOP,11
CYTL1,CYTL1,HCOP,11
D2HGDH,D2HGDH,HCOP,11
D3ERTD751E,C4ORF33,HCOP,11
D430041D05RIK,KIAA1549L,HCOP,11
D630003M21RIK,KIAA1755,HCOP,11
D630023F18RIK,C2ORF80,HCOP,11
D7ERTD443E,C10ORF90,HCOP,11
D930020B18RIK,C12ORF56,HCOP,11
DAAM2,DAAM2,HCOP,11
DAB1,DAB1,HCOP,11
DAG1,DAG1,HCOP,11
DAGLA,DAGLA,HCOP,11
DALRD3,DALRD3,HCOP,11
DAP,DAP,HCOP,11
DAPK1,DAPK1,HCOP,11
DAPL1,DAPL1,HCOP,11
DARS1,DARS1,HCOP,11
DAW1,DAW1,HCOP,11
DAZAP1,DAZAP1,HCOP,11
DAZAP2,DAZAP2,HCOP,11
DAZL,DAZL,HCOP,11
DBN1,DBN1,HCOP,11
DBNL,DBNL,HCOP,11
DBT,DBT,HCOP,11
DBX1,DBX1,HCOP,11
DBX2,DBX2,HCOP,11
DCAF13,DCAF13,HCOP,11
DCAF4,DCAF4,HCOP,11
DCDC2B,DCDC2B,HCOP,11
DCDC2C,DCDC2C,HCOP,11
DCHS1,DCHS1,HCOP,11
DCLK1,DCLK1,HCOP,11
DCLK3,DCLK3,HCOP,11
DCLRE1A,DCLRE1A,HCOP,11
DCP1A,DCP1A,HCOP,11
DCP2,DCP2,HCOP,11
DCST1,DCST1,HCOP,11
DCTN1,DCTN1,HCOP,11
DCTN4,DCTN4,HCOP,11
DCTPP1,DCTPP1,HCOP,11
DDAH2,DDAH2,HCOP,11
DDHD1,DDHD1,HCOP,11
DDHD2,DDHD2,HCOP,11
DDIAS,DDIAS,HCOP,11
DDIT3,DDIT3,HCOP,11
DDIT4,DDIT4,HCOP,11
DDR1,DDR1,HCOP,11
DDX17,DDX17,HCOP,11
DDX23,DDX23,HCOP,11
DDX24,DDX24,HCOP,11
DDX28,DDX28,HCOP,11
DDX31,DDX31,HCOP,11
DDX4,DDX4,HCOP,11
DDX41,DDX41,HCOP,11
DDX50,DDX50,HCOP,11
DDX51,DDX51,HCOP,11
DDX6,DDX6,HCOP,11
DDX60,DDX60,HCOP,11
DEFB18,DEFB113,HCOP,11
DEFB36,DEFB123,HCOP,11
DENND10,DENND10,HCOP,11
DENND1B,DENND1B,HCOP,11
DENND2D,DENND2D,HCOP,11
DENND4A,DENND4A,HCOP,11
DENND4C,DENND4C,HCOP,11
DENND6B,DENND6B,HCOP,11
DEPDC5,DEPDC5,HCOP,11
DEPP1,DEPP1,HCOP,11
DEPTOR,DEPTOR,HCOP,11
DESI1,DESI1,HCOP,11
DET1,DET1,HCOP,11
DEUP1,DEUP1,HCOP,11
DFFA,DFFA,HCOP,11
DGAT2L6,DGAT2L6,HCOP,11
DGCR2,DGCR2,HCOP,11
DGKD,DGKD,HCOP,11
DGKG,DGKG,HCOP,11
DGKH,DGKH,HCOP,11
DGKI,DGKI,HCOP,11
DGKZ,DGKZ,HCOP,11
DGLUCY,DGLUCY,HCOP,11
DGUOK,DGUOK,HCOP,11
DHPS,DHPS,HCOP,11
DHRS3,DHRS3,HCOP,11
DHRS9,DHRS9,HCOP,11
DHX16,DHX16,HCOP,11
DHX34,DHX34,HCOP,11
DHX36,DHX36,HCOP,11
DHX37,DHX37,HCOP,11
DHX57,DHX57,HCOP,11
DHX58,DHX58,HCOP,11
DHX8,DHX8,HCOP,11
DIAPH3,DIAPH3,HCOP,11
DIO1,DIO1,HCOP,11
DIP2A,DIP2A,HCOP,11
DIP2B,DIP2B,HCOP,11
DIP2C,DIP2C,HCOP,11
DIPK2A,DIPK2A,HCOP,11
DIPK2B,DIPK2B,HCOP,11
DKC1,DKC1,HCOP,11
DKK1,DKK1,HCOP,11
DKK2,DKK2,HCOP,11
DLEU7,DLEU7,HCOP,11
DLG2,DLG2,HCOP,11
DLG4,DLG4,HCOP,11
DLGAP4,DLGAP4,HCOP,11
DLK2,DLK2,HCOP,11
DLL1,DLL1,HCOP,11
DLL4,DLL4,HCOP,11
DLX3,DLX3,HCOP,11
DMAC2L,DMAC2L,HCOP,11
DMBT1,DMBT1,HCOP,11
DMP1,DMP1,HCOP,11
DMRT1,DMRT1,HCOP,11
DMTF1,DMTF1,HCOP,11
DNAAF2,DNAAF2,HCOP,11
DNAAF3,DNAAF3,HCOP,11
DNAAF5,DNAAF5,HCOP,11
DNAAF6,DNAAF6,HCOP,11
DNAH1,DNAH1,HCOP,11
DNAH2,DNAH2,HCOP,11
DNAH5,DNAH5,HCOP,11
DNAH8,DNAH8,HCOP,11
DNAI3,DNAI3,HCOP,11
DNAI4,DNAI4,HCOP,11
DNAJA4,DNAJA4,HCOP,11
DNAJB12,DNAJB12,HCOP,11
DNAJB2,DNAJB2,HCOP,11
DNAJB4,DNAJB4,HCOP,11
DNAJB9,DNAJB9,HCOP,11
DNAJC10,DNAJC10,HCOP,11
DNAJC11,DNAJC11,HCOP,11
DNAJC12,DNAJC12,HCOP,11
DNAJC13,DNAJC13,HCOP,11
DNAJC14,DNAJC14,HCOP,11
DNAJC17,DNAJC17,HCOP,11
DNAJC21,DNAJC21,HCOP,11
DNAJC24,DNAJC24,HCOP,11
DNAJC7,DNAJC7,HCOP,11
DNAJC9,DNAJC9,HCOP,11
DNALI1,DNALI1,HCOP,11
DNASE1,DNASE1,HCOP,11
DNASE1L1,DNASE1L1,HCOP,11
DNASE1L3,DNASE1L3,HCOP,11
DNMT3B,DNMT3B,HCOP,11
DNMT3L,DNMT3L,HCOP,11
DNPEP,DNPEP,HCOP,11
DNTTIP2,DNTTIP2,HCOP,11
DOCK10,DOCK10,HCOP,11
DOCK11,DOCK11,HCOP,11
DOCK6,DOCK6,HCOP,11
DOHH,DOHH,HCOP,11
DOP1B,DOP1B,HCOP,11
DOT1L,DOT1L,HCOP,11
DPEP1,DPEP1,HCOP,11
DPH5,DPH5,HCOP,11
DPP7,DPP7,HCOP,11
DPPA4,DPPA4,HCOP,11
DPPA5A,DPPA5,HCOP,11
DPYSL4,DPYSL4,HCOP,11
DRC7,DRC7,HCOP,11
DRD2,DRD2,HCOP,11
DRP2,DRP2,HCOP,11
DSC1,DSC1,HCOP,11
DSG1A,DSG1,HCOP,11
DSG2,DSG2,HCOP,11
DSG4,DSG4,HCOP,11
DSP,DSP,HCOP,11
DTD2,DTD2,HCOP,11
DTNA,DTNA,HCOP,11
DTX1,DTX1,HCOP,11
DTX3,DTX3,HCOP,11
DTYMK,DTYMK,HCOP,11
DUOXA1,DUOXA1,HCOP,11
DUSP10,DUSP10,HCOP,11
DUSP15,DUSP15,HCOP,11
DUSP16,DUSP16,HCOP,11
DUSP2,DUSP2,HCOP,11
DUSP29,DUSP29,HCOP,11
